"gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue",,,,,
"912462588	cd6e21c8-9e8a-493a-8a76-fbf7862069e5	http://specimens.kew.org/herbarium/K000572703	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta	Heimerl	BO			PRESENT		061b4f20-f241-11da-a328-b8a03c50a862									1897-09-01T00:00	1	9	1897	5553603	5553603	PRESERVED_SPECIMEN	K	Herbarium	K000572703	2398			CC_BY_4_0		Bang"," M.			2025-01-23T23:08:24.266Z	StillImage	CONTINENT_DERIVED_FROM_COUNTRY;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",,,,
"575124153	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	https://data.rbge.org.uk/herb/E00414164	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl		BO	Bolivia:near Coroico.		PRESENT		98e934b0-5f31-11de-b67e-b8a03c50a862									1894-08-24	24	8	1894	5553603	5553603	PRESERVED_SPECIMEN	RBGE	E	E00414164	2398			CC0	Royal Botanic Garden Edinburgh	Bang"," Miguel			2025-01-22T01:52:47.674Z	StillImage;InteractiveResource	CONTINENT_DERIVED_FROM_COUNTRY;TYPE_STATUS_INVALID",,,,
"575052323	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	https://data.rbge.org.uk/herb/E00414165	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl		BO	Bolivia:near Coroico.		PRESENT		98e934b0-5f31-11de-b67e-b8a03c50a862									1894-08-24	24	8	1894	5553603	5553603	PRESERVED_SPECIMEN	RBGE	E	E00414165	2398			CC0	Royal Botanic Garden Edinburgh	Bang"," Miguel			2025-01-22T01:52:47.462Z	InteractiveResource;StillImage	CONTINENT_DERIVED_FROM_COUNTRY;TYPE_STATUS_INVALID",,,,
"574939628	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	https://data.rbge.org.uk/herb/E00163006	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl		BR			PRESENT		98e934b0-5f31-11de-b67e-b8a03c50a862									1994-08-10	10	8	1994	5553603	5553603	PRESERVED_SPECIMEN	RBGE	E	E00163006	2373			CC0	Royal Botanic Garden Edinburgh	Pott"," Vali Joana			2025-01-22T01:52:37.839Z	StillImage;InteractiveResource	CONTINENT_DERIVED_FROM_COUNTRY",,,,
"4948153458	c8d12f8a-7e39-4e2c-92d7-825d590ad15b	52d9e4d9-d6af-43e6-8e99-a57c6f0949b9	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta	Heimerl	BO	Head of Beni River	Beni	PRESENT		174c6da2-e002-42fe-9f56-2f9d670240f4									1921-08-07	7	8	1921	5553603	5553603	PRESERVED_SPECIMEN	MICH	Angiosperms	1682303	973			CC_BY_NC_4_0		G. E. White			2025-01-02T19:34:27.330Z	StillImage	",,,,,
"4066814399	85714c48-f762-11e1-a439-00145eb45e9a	https://herbarium.bgbm.org/object/B100522521	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl		BO	Depto.: La Paz", Prov. Nor Yungas," por debajo de Yolosaca. 2 km arriba del embarcadero		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862					1250.0				1991-08-04	4	8	1991	5553603	5553603	PRESERVED_SPECIMEN	B	Herbarium Berolinense	B 10 0522521	18793	T. Chen 2011		CC0_1_0		Beck","S.G.			2025-01-21T08:45:58.722Z	StillImage	CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY",,
"4062240797	e053ff53-c156-4e2e-b9b5-4462e9625424	urn:catalog:MO:Tropicos:102283299	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Ãrea Natural de Manejo Integrado Madidi", Machariapo," LimÃ³n.	La Paz	PRESENT	7	90fd6680-349f-11d8-aa2d-b8a03c50a862	-14.494722	-68.509167			740.0				2006-09-17	17	9	2006	5553603	5553603	PRESERVED_SPECIMEN	USZ	Tropicos	102283299	2944	A. Araujo-M. (LPB)	2006-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Alejandro Araujo M.;Christopher Davidson;Sharon R. Christoph;Paola Gismondi;M. Cornejo;E. Ticona			2025-01-25T18:16:57.505Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION",,,
"4062219486	e053ff53-c156-4e2e-b9b5-4462e9625424	urn:catalog:MO:Tropicos:101837530	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Espiritu"," en la zona de influencia del Rio Yacuma	Beni	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862	-14.2	-66.616667			200.0				1986-09-10	10	9	1986	5553603	5553603	PRESERVED_SPECIMEN	NY	Tropicos	101837530	5976	M. H. Nee	2018-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Stephan G. Beck			2025-01-25T18:15:09.593Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION",,,,
"4062201534	e053ff53-c156-4e2e-b9b5-4462e9625424	urn:catalog:MO:Tropicos:102283297	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Ãrea Natural de Manejo Integrado Madidi", Machariapo," LimÃ³n.	La Paz	PRESENT	7	90fd6680-349f-11d8-aa2d-b8a03c50a862	-14.494722	-68.509167			740.0				2006-09-17	17	9	2006	5553603	5553603	PRESERVED_SPECIMEN	K	Tropicos	102283297	2944	A. Araujo-M. (LPB)	2006-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Alejandro Araujo M.;Christopher Davidson;Sharon R. Christoph;Paola Gismondi;M. Cornejo;E. Ticona			2025-01-25T18:16:57.864Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION",,,
"4062188646	e053ff53-c156-4e2e-b9b5-4462e9625424	urn:catalog:MO:Tropicos:102228946	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Ãrea Natural de Manejo Integrado Madidi", Azariamas," frente al arroyo Jaukantista.  Terraza antigua. Plantas NO alcoholizadas.	La Paz	PRESENT	4	90fd6680-349f-11d8-aa2d-b8a03c50a862	-14.235	-68.527778			656.0				2005-09-29	29	9	2005	5553603	5553603	PRESERVED_SPECIMEN	NY	Tropicos	102228946	1828	M. H. Nee	2018-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Leslie E. Cayola;C. Campos;A.S. Poma C.;Remberto Jove;H. Urbano			2025-01-25T18:16:57.106Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION",,,
"4062184422	e053ff53-c156-4e2e-b9b5-4462e9625424	urn:catalog:MO:Tropicos:102158386	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	near Coroico	La Paz	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862									1894-08-24	24	8	1894	5553603	5553603	PRESERVED_SPECIMEN	NY	Tropicos	102158386	2398	Foster's 1958 catalog notes file		CC_BY_4_0	Missouri Botanical Garden	Miguel Bang	ISOTYPE		2025-01-25T18:15:13.498Z		TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION",,,,,
"4062119660	e053ff53-c156-4e2e-b9b5-4462e9625424	urn:catalog:MO:Tropicos:102158384	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	near Coroico	La Paz	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862									1894-08-24	24	8	1894	5553603	5553603	PRESERVED_SPECIMEN	GH	Tropicos	102158384	2398	Foster's 1958 catalog notes file		CC_BY_4_0	Missouri Botanical Garden	Miguel Bang	ISOTYPE		2025-01-25T18:16:50.178Z		TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION",,,,,
"4062090505	e053ff53-c156-4e2e-b9b5-4462e9625424	urn:catalog:MO:Tropicos:102283302	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Ãrea Natural de Manejo Integrado Madidi", Machariapo," LimÃ³n.	La Paz	PRESENT	7	90fd6680-349f-11d8-aa2d-b8a03c50a862	-14.494722	-68.509167			740.0				2006-09-17	17	9	2006	5553603	5553603	PRESERVED_SPECIMEN	SI	Tropicos	102283302	2944	A. Araujo-M. (LPB)	2006-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Alejandro Araujo M.;Christopher Davidson;Sharon R. Christoph;Paola Gismondi;M. Cornejo;E. Ticona			2025-01-25T18:15:14.751Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION",,,
"4062029156	e053ff53-c156-4e2e-b9b5-4462e9625424	urn:catalog:MO:Tropicos:101754323	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Lomerio. 12 km al Norte de la comunidad Las Trancas. Parcelas permamente del proyecto Bolfor", Las Trancas 95. Bosque seco chiquitania. Especies muy frecuentes de Andenanthera colubrina, Poeppigia procera, Centrolobium microchaete," etc. Suelos laterÃ­ticos.	Santa Cruz	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862	-16.520278	-61.846389			450.0				1995-09-10	10	9	1995	5553603	5553603	PRESERVED_SPECIMEN	K	Tropicos	101754323	986	M. H. Nee	2018-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Fabiana Mamani M.			2025-01-25T18:16:50.605Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION",
"4061996123	e053ff53-c156-4e2e-b9b5-4462e9625424	urn:catalog:MO:Tropicos:102054228	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Area Natural de Manejo Integrado Madidi", Unapa," 21 km en linea recta al N de Apolo. Bosque yungueÃ±o subandino xerico con Anadenanthera colubrina.	La Paz	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862	-14.542222	-68.495			970.0				2004-09-02	2	9	2004	5553603	5553603	PRESERVED_SPECIMEN	NY	Tropicos	102054228	811	L. Cayola (LPB)"," OCT/	2004-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Leslie E. Cayola;A. Antezana;F. Miranda;C. Cuevas;D. Cuevas;et al.			2025-01-25T18:16:53.975Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION",,
"4061799299	e053ff53-c156-4e2e-b9b5-4462e9625424	urn:catalog:MO:Tropicos:103051399	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Norte de Triunfo"," Cadi.	Beni	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862					240.0				1976-08-27	27	8	1976	5553603	5553603	PRESERVED_SPECIMEN	BOLV	Tropicos	103051399	138	M. H. Nee	2018-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Elias Meneces;Waldo Terceros			2025-01-25T18:15:27.518Z		TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION",,,,
"4061592265	e053ff53-c156-4e2e-b9b5-4462e9625424	urn:catalog:MO:Tropicos:102283298	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Ãrea Natural de Manejo Integrado Madidi", Machariapo," LimÃ³n.	La Paz	PRESENT	7	90fd6680-349f-11d8-aa2d-b8a03c50a862	-14.494722	-68.509167			740.0				2006-09-17	17	9	2006	5553603	5553603	PRESERVED_SPECIMEN	BOLV	Tropicos	102283298	2944	A. Araujo-M. (LPB)	2006-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Alejandro Araujo M.;Christopher Davidson;Sharon R. Christoph;Paola Gismondi;M. Cornejo;E. Ticona			2025-01-25T18:16:56.466Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION",,,
"4061555249	e053ff53-c156-4e2e-b9b5-4462e9625424	urn:catalog:MO:Tropicos:102228944	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Ãrea Natural de Manejo Integrado Madidi", Azariamas," frente al arroyo Jaukantista.  Terraza antigua. Plantas NO alcoholizadas.	La Paz	PRESENT	4	90fd6680-349f-11d8-aa2d-b8a03c50a862	-14.235	-68.527778			656.0				2005-09-29	29	9	2005	5553603	5553603	PRESERVED_SPECIMEN	USZ	Tropicos	102228944	1828	M. H. Nee	2018-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Leslie E. Cayola;C. Campos;A.S. Poma C.;Remberto Jove;H. Urbano			2025-01-25T18:16:56.239Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION",,,
"4061543529	e053ff53-c156-4e2e-b9b5-4462e9625424	urn:catalog:MO:Tropicos:102283300	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Ãrea Natural de Manejo Integrado Madidi", Machariapo," LimÃ³n.	La Paz	PRESENT	7	90fd6680-349f-11d8-aa2d-b8a03c50a862	-14.494722	-68.509167			740.0				2006-09-17	17	9	2006	5553603	5553603	PRESERVED_SPECIMEN	MA	Tropicos	102283300	2944	A. Araujo-M. (LPB)	2006-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Alejandro Araujo M.;Christopher Davidson;Sharon R. Christoph;Paola Gismondi;M. Cornejo;E. Ticona			2025-01-25T18:15:15.408Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE",,,
